st_reg_id,st_source_url,st_sci_title,,drugs_tested,drug_classes,classification,confidence,reason_proof,n_drugs,n_drug_rows
NCT05447039,https://clinicaltrials.gov/show/NCT05447039,Value of Montelukast as a Potential Treatment of Post COVID-19 Persistent Cough: A Randomized Controlled Pilot Study,,['montelukast'],['Respiratory & hemodynamic support'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \bpost[\s-]?covid\b,1,1
NCT05472090,https://clinicaltrials.gov/show/NCT05472090,"A Phase 2, 14-week Double-Blind, Randomized, Multicenter, Placebo-Controlled Study to Evaluate the Efficacy and Safety of TNX-102 SL Taken Daily at Bedtime in Patients With Multisite Pain Associated With Post-Acute Sequelae of SARS-CoV-2 Infection (PASC)",,['other'],['Other symptomatic & supportive agents'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \bpasc\b,1,1
NCT05481177,https://clinicaltrials.gov/show/NCT05481177,"Comparative Cohort Study of Post-acute COVID-19 Infection With a Nested, Randomized Controlled Trial of Ivabradine for Those With Postural Orthostatic Tachycardia Syndrome.",,['other'],['Other symptomatic & supportive agents'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \bpost[\s-]?acute\b.*\bcovid\b,1,1
NCT05497089,https://clinicaltrials.gov/show/NCT05497089,"Temelimab as a Disease Modifying Therapy in Patients With Neurological, Neuropsychological, and Psychiatric (=Neuropsychiatric) Symptoms in Post-COVID 19 or Postacute Sequelae of COVID-19 (PASC) Syndrome",,['other'],['Other symptomatic & supportive agents'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \bpasc\b,1,1
NCT05507372,https://clinicaltrials.gov/show/NCT05507372,Treatment for Post Acute COVID-19 Syndrome,,['other'],['Other symptomatic & supportive agents'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \bpost[\s-]?acute\b.*\bcovid\b,1,1
NCT05576662,https://clinicaltrials.gov/show/NCT05576662,Oral Medication Treatment for Long Covid,,"['other', 'ritonavir (boosted, unspecified)']","['HIV antiretrovirals', 'Other symptomatic & supportive agents']",Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \blong[\s-]?covid\b,2,2
NCT05592418,https://clinicaltrials.gov/show/NCT05592418,"A Randomized, Double Blind, Placebo Controlled Study to Evaluate the Efficacy and Safety of AmpligenÂ® in Patients With Post-COVID Conditions",,['other'],['Other symptomatic & supportive agents'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \bpost[\s-]?covid\b,1,1
NCT05595369,https://clinicaltrials.gov/show/NCT05595369,Efficacy of Antivirals and Other Therapeutics for Treatment of Post-Acute Sequelae of SARS-CoV-2 Infection (PASC),,"['other', 'ritonavir (boosted, unspecified)']","['HIV antiretrovirals', 'Other symptomatic & supportive agents']",Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \bpasc\b,2,2
NCT05597722,https://clinicaltrials.gov/show/NCT05597722,Randomized Study to Evaluate Strategies to Address Cognitive Fog in Long-COVID Patients,,['other'],['Other symptomatic & supportive agents'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \blong[\s-]?covid\b,1,1
NCT05618587,https://clinicaltrials.gov/show/NCT05618587,Effect of Low-dose Lithium Therapy on Long COVID Symptoms: a Randomized Controlled Trial.,,['lithium'],['SSRI / Sigma‑1 agonist'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \blong[\s-]?covid\b,1,1
NCT05619653,https://clinicaltrials.gov/show/NCT05619653,Randomised Placebo Controlled Clinical Trial of Efficacy of MYOcardial Protection in Patients With Postacute inFLAMmatory Cardiac involvEment Due to COVID-19,,"['losartan', 'prednisolone']","['Metabolic / cardiometabolic agents', 'Systemic corticosteroids']",Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \bpost[\s-]?acute\b.*\bcovid\b,2,2
NCT05630339,https://clinicaltrials.gov/show/NCT05630339,Efficacy and Security of the Magnesium and Vitamin D Combination as Adjuvant Treatment of Post-COVID Syndrome. A Randomised Double-blind Clinical Trial,,"['magnesium sulfate', 'vitamin d']",['Vitamins & supplements'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \bpost[\s-]?covid\b,2,2
NCT05633407,https://clinicaltrials.gov/show/NCT05633407,"A Phase 2 Randomized, Double-blinded, Placebo-controlled Study to Evaluate the Efficacy and Safety of Efgartigimod IV in Adult Patients With Post-COVID-19 Postural Orthostatic Tachycardia Syndrome (POTS)",,['other'],['Other symptomatic & supportive agents'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \bpost[\s-]?covid\b,1,1
NCT05633472,https://clinicaltrials.gov/show/NCT05633472,The Roles of Vitamin D and Microbiome in Children With Post-acute COVID-19 Syndromes (PACS) and Long COVID,,['vitamin d'],['Vitamins & supplements'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \blong[\s-]?covid\b,1,1
NCT05638633,https://clinicaltrials.gov/show/NCT05638633,"Prednisolone and Vitamin B1, B6, and B12 in Patients With Post-COVID-19-Syndrome (PC19S) - a Randomized Controlled Trial in Primary Care",,"['prednisolone', 'vitamin b']","['Systemic corticosteroids', 'Vitamins & supplements']",Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \bpost[\s-]?covid\b,2,2
NCT05642923,https://clinicaltrials.gov/show/NCT05642923,Post-COVID-19 Chronic Fatigue Syndrome,,['vitamin b'],['Vitamins & supplements'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \bpost[\s-]?covid\b,1,1
NCT05668091,https://clinicaltrials.gov/show/NCT05668091,"An Interventional Decentralized Phase 2, Randomized, Double-Blind, 2-Arm Study to Investigate the Efficacy and Safety of Orally Administered Nirmatrelvir/Ritonavir Compared With Placebo/Ritonavir in Participants With Long COVID",,"['other', 'ritonavir (boosted, unspecified)']","['HIV antiretrovirals', 'Other symptomatic & supportive agents']",Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \blong[\s-]?covid\b,2,2
NCT05690503,https://clinicaltrials.gov/show/NCT05690503,Ketamine as a Treatment for Depressive Symptoms Among Patients With Post-acute Sequelae of COVID (PASC): A Pilot Trial,,['other'],['Other symptomatic & supportive agents'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \bpasc\b,1,1
NCT05697640,https://clinicaltrials.gov/show/NCT05697640,"A Parallel-group Treatment, Phase 2a, Double-blind, Placebo-controlled 2-arm Study to Show Improvement of Physical Function in SF-36 (SF-36-PF) in Participants Treated With Vericiguat Compared to Placebo Tablets in Male and Female Participants Aged 18-50 Years With Post-COVID-19 Syndrome Without (PCS) or With (PCS/CFS) Fulfillment of ME/CFS Criteria (VERI-LONG).",,['other'],['Other symptomatic & supportive agents'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \bpost[\s-]?covid\b,1,1
NCT05703074,https://clinicaltrials.gov/show/NCT05703074,The Efficacy and Safety of a Mental Intervention Program vs. Usual Care and Nicotinamide Riboside (NR) vs. Placebo for Improving Health-related Quality of Life in Long Covid: A 2 x 2 Factorial Randomized Controlled Trial,,['vitamin b'],['Vitamins & supplements'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \blong[\s-]?covid\b,1,1
NCT05747534,https://clinicaltrials.gov/show/NCT05747534,"Phase 2a Randomized, Double-Blind, Placebo-Controlled, Multi-Center Study to Evaluate the Safety and Efficacy of Larazotide (AT1001) for the Treatment of Long COVID in Children and Young Adults",,['other'],['Other symptomatic & supportive agents'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \blong[\s-]?covid\b,1,1
NCT05760092,https://clinicaltrials.gov/show/NCT05760092,The Use of Photobiomodulation in the Treatment of Oral Complaints of Long COVID-19. A Randomized Controlled Trial.,,['other'],['Other symptomatic & supportive agents'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \blong[\s-]?covid\b,1,1
NCT05798195,https://clinicaltrials.gov/show/NCT05798195,"Traditional Chinese Medicine or Low-dose Dexamethasone in Symptomatic Patients With Post-COVID-19 Parenchymal Lung Abnormalities: a Randomized Controlled Trial Three Arm, Parallel Group, Single Blind, Randomized Controlled Trial.",,"['dexamethasone', 'other', 'oxygen']","['Other symptomatic & supportive agents', 'Respiratory & hemodynamic support', 'Systemic corticosteroids']",Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \bpost[\s-]?covid\b,3,3
NCT05823896,https://clinicaltrials.gov/show/NCT05823896,"An Interventional, Double-Blinded, 2-Arm Study to Investigate the Efficacy of Orally Administered Nirmatrelvir/Ritonavir Compared With Placebo/Ritonavir in Non-hospitalized Adult Participants Suffering From Post-COVID",,"['other', 'ritonavir (boosted, unspecified)']","['HIV antiretrovirals', 'Other symptomatic & supportive agents']",Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \bpost[\s-]?covid\b,2,2
NCT05840237,https://clinicaltrials.gov/show/NCT05840237,"REGAIN: A Randomized, Double Blind, Placebo Controlled Trial to Determine the Effects of Oxaloacetate on Improving Fatigue in Long COVID",,['other'],['Other symptomatic & supportive agents'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \blong[\s-]?covid\b,1,1
NCT05852873,https://clinicaltrials.gov/show/NCT05852873,PAxlovid loNg cOvid-19 pRevention triAl With recruitMent In the Community in Norway,,"['other', 'ritonavir (boosted, unspecified)']","['HIV antiretrovirals', 'Other symptomatic & supportive agents']",Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \blong[\s-]?covid\b,2,2
NCT05858515,https://clinicaltrials.gov/show/NCT05858515,"REVERSE-Long COVID: A Multicenter Randomized, Placebo-Controlled Clinical Trial of Immunomodulation (With Baricitinib) for Long COVID Related Cognitive Impairment and ADRD (Alzheimer's Disease and Related Dementias)- Pilot Study",,['baricitinib'],['JAK inhibitors'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \blong[\s-]?covid\b,1,1
NCT05874037,https://clinicaltrials.gov/show/NCT05874037,FLUVOXAMINE AS A TREATMENT FOR LONG COVID-19: A RANDOMIZED PLACEBO CONTROLLED TRIAL,,['fluvoxamine'],['SSRI / Sigma‑1 agonist'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \blong[\s-]?covid\b,1,1
NCT05877508,https://clinicaltrials.gov/show/NCT05877508,"An Exploratory, Randomized, Double-Blind Placebo-Controlled Study to Assess the Safety of an Anti-SARS-CoV-2 Monoclonal Antibody and Response to Treatment in Individuals With Long COVID (outSMART-LC)",,['other'],['Other symptomatic & supportive agents'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \blong[\s-]?covid\b,1,1
NCT05901337,https://clinicaltrials.gov/show/NCT05901337,Influence of Cupping Therapy on Immune System in Post Covid- 19 Patients,,"['heparin', 'vitamin c', 'vitamin d']","['Heparin anticoagulants', 'Vitamins & supplements']",Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \bpost[\s-]?covid\b,3,3
NCT05911009,https://clinicaltrials.gov/ct2/show/NCT05911009,"A Prospective, Double-blind, Randomized, Parallel Group, Placebo Controlled, Multicentre, Phase II Study to Investigate the Efficacy, GPCR Autoantibody Neutralizing Effect, Safety, and Tolerability of BC 007 in Participants With Long COVID",,['other'],['Other symptomatic & supportive agents'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \blong[\s-]?covid\b,1,1
NCT05911906,https://clinicaltrials.gov/show/NCT05911906,"Evaluating the Safety and Feasibility of Remdesivir for the Improvement of Lung Function, Perfusion, and Symptom Profile in Long-covid Patients: a Pilot Randomised Controlled Trial.",,['remdesivir'],['RdRp inhibitors'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \blong[\s-]?covid\b,1,1
NCT05926505,https://clinicaltrials.gov/show/NCT05926505,"Safety and Efficacy of Anakinra Treatment for Patients With Persistent Respiratory Symptoms Post Acute Covid and Immune System Activation: the Precision Double-blind, Randomized Clinical Trial",,['anakinra'],['Biologic cytokine / receptor blockers'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \bpost[\s-]?acute\b.*\bcovid\b,1,1
NCT05939622,https://clinicaltrials.gov/ct2/show/NCT05939622,Prospective Randomized Double Blind Placebo Controlled Study of Efficacy of the Therapy With BRAINMAX® Using Functional Magnetic Resonance Imaging (fMRI) for the Treatment of Patients With Post-COVID Asthenic Syndrome,,['other'],['Other symptomatic & supportive agents'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \bpost[\s-]?covid\b,1,1
NCT05943821,https://clinicaltrials.gov/ct2/show/NCT05943821,"A Randomized, Double-blind, Placebo-controlled Study Evaluating the Effect of Allopurinol on the Risk of Cardiovascular Events in Patients With High and Very High Cardiovascular Risk, Including the Presence of Long-COVID Syndrome.",,['other'],['Other symptomatic & supportive agents'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \blong[\s-]?covid\b,1,1
NCT05946551,https://clinicaltrials.gov/ct2/show/NCT05946551,"A Feasibility Assessment of a Decentralized Platform Adaptive Double-Blind, Randomized Controlled Trial Investigating Repurposed Drugs in the Treatment of Post-Acute Sequelae of Coronavirus-19 (PASC)",,"['famotidine', 'naltrexone', 'other']","['Other symptomatic & supportive agents', 'Small‑molecule immunosuppressants / DMARDs', 'Vitamins & supplements']",Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \bpasc\b,3,3
NCT05965726,https://clinicaltrials.gov/ct2/show/NCT05965726,"RECOVER-VITAL: A Platform Protocol for Evaluation of Interventions for Viral Persistence, Viral Reactivation, and Immune Dysregulation in Post-Acute Sequelae of SARS-CoV-2 Infection (PASC)",,"['other', 'ritonavir (boosted, unspecified)']","['HIV antiretrovirals', 'Other symptomatic & supportive agents']",Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \bpasc\b,2,2
NCT05967052,https://clinicaltrials.gov/ct2/show/NCT05967052,Investigation of Pregabalin Therapy and Complex Rehabilitation in Treating Chronic Fatigue Associated With Post-COVID Syndrome,,['other'],['Other symptomatic & supportive agents'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \bpost[\s-]?covid\b,1,1
NCT05970731,https://clinicaltrials.gov/ct2/show/NCT05970731,Directed Topical Drug Delivery for Treatment for PASC Hyposmia,,['other'],['Other symptomatic & supportive agents'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \bpasc\b,1,1
NCT05977166,https://clinicaltrials.gov/ct2/show/NCT05977166,Influence of Hyperbaric Oxygen on Pulmonary Functions in Post Covid-19 Patients.,,"['anticoagulation', 'oxygen', 'vitamin c', 'vitamin d']","['Heparin anticoagulants', 'Respiratory & hemodynamic support', 'Vitamins & supplements']",Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \bpost[\s-]?covid\b,4,4
NCT05986422,https://clinicaltrials.gov/ct2/show/NCT05986422,"Phase 2a, Double-blind, Randomized, Placebo-controlled Trial of Methylprednisolone Versus Placebo in Patients With Cognitive Deficits in Post-COVID-19 Syndrome (PCS)",,['methylprednisolone'],['Systemic corticosteroids'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \bpost[\s-]?covid\b,1,1
NCT05999435,https://clinicaltrials.gov/ct2/show/NCT05999435,"A DOUBLE-BLIND, RANDOMIZED, PLACEBO-CONTROLLED, ADAPTIVE PHASE 2/3 STUDY OF THE EFFICACY OF LAU-7b IN THE TREATMENT OF ADULTS WITH LONG COVID AND MODERATE TO SEVERE SYMPTOMS",,['fenretinide'],['Broad‑spectrum & host‑directed antivirals'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \blong[\s-]?covid\b,1,1
NCT06055244,https://clinicaltrials.gov/ct2/show/NCT06055244,Amantadine Therapy for Cognitive Impairment Related to Post-COVID Condition,,['other'],['Other symptomatic & supportive agents'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \bpost[\s-]?covid\b,1,1
NCT06082518,https://clinicaltrials.gov/ct2/show/NCT06082518,Improving Post COVID-19 Syndrome With Hyperbaric Oxygen Treatments (PCS-HBOT Study),,['oxygen'],['Respiratory & hemodynamic support'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \bpost[\s-]?covid\b,1,1
NCT06095258,https://clinicaltrials.gov/ct2/show/NCT06095258,A Practical Clinical Randomized Controlled Trial of Traditional Chinese Medicine in the Treatment of Long COVID and an Analysis of Syndrome Types and Medication Characteristics of Traditional Chinese Medicine,,"['bronchodilators', 'other', 'paracetamol']","['Other symptomatic & supportive agents', 'Respiratory & hemodynamic support']",Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \blong[\s-]?covid\b,3,3
NCT06128967,https://clinicaltrials.gov/ct2/show/NCT06128967,"An Adaptive, Randomized, doublE-blind, Placebo-controlled, Prospective, Pharmacological interVention Study In Participants With Long COVID-19 Syndrome: REVIVE-TOGETHER Trial",,"['fluvoxamine', 'metformin']","['Biguanides', 'SSRI / Sigma‑1 agonist']",Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \blong[\s-]?covid\b,2,2
NCT06147050,https://clinicaltrials.gov/ct2/show/NCT06147050,"Pilot Study of an Adaptive, Double-blind, Randomized, Placebo-controlled Study to Evaluate the Effect of Metformin in Reducing Fatigue in Long COVID Adolescent Patients With Chronic Fatigue Syndrome",,['metformin'],['Biguanides'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \blong[\s-]?covid\b,1,1
NCT06159296,https://clinicaltrials.gov/ct2/show/NCT06159296,"Randomised, Placebo-controlled, Double-blind Cross-over Study to Investigate the Therapeutic Effects of an Inhaled Hydrogen/Oxygen Mixture to Improve Long COVID Symptoms",,['inhaled gases'],['Respiratory & hemodynamic support'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \blong[\s-]?covid\b,1,1
NCT06161688,https://clinicaltrials.gov/ct2/show/NCT06161688,"Placebo-Controlled, Randomized Trial of Ensitrelvir (S-217622) for Viral Persistence and Inflammation in People Experiencing Long COVID (PREVAIL-LC)",,['other'],['Other symptomatic & supportive agents'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \blong[\s-]?covid\b,1,1
NCT06204432,,Efficacy of Adjunctive Sodium Citrate in Smell Retraining for People With Post-Acute Sequelae COVID-19 Olfactory Dysfunction,,['other'],['Other symptomatic & supportive agents'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \bpost[\s-]?acute\b.*\bcovid\b,1,1
NCT06204458,https://clinicaltrials.gov/ct2/show/NCT06204458,Evaluation of the Efficacy of Mild Water-filtered Infrared-A Whole-body Hyperthermia to Improve Symptoms and Quality of Life in Patients With Post-COVID Syndrome (HyPoCo),,['oxygen'],['Respiratory & hemodynamic support'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \bpost[\s-]?covid\b,1,1
NCT06234462,,Feasibility Study of Amantadine for Cognitive Dysfunction in Patients With Long-Covid: A Pilot Randomized Control Trial,,['protease inhibitors unknown/not on list'],['3CL protease inhibitors'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \blong[\s-]?covid\b,1,1
NCT06267300,,"Treatment of Post-COVID-19 With Hyperbaric Oxygen Therapy: a Randomized, Controlled Trial",,['oxygen'],['Respiratory & hemodynamic support'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \bpost[\s-]?covid\b,1,1
NCT06419712,https://clinicaltrials.gov/ct2/show/NCT06419712,"Effect of Vitamin D Supplementation on Glutathione Peroxidase (GPx) Activity, Interleukin-6 (IL-6) Levels and Clinical Outcomes in Post-COVID-19 Patients",,['vitamin d'],['Vitamins & supplements'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \bpost[\s-]?covid\b,1,1
NCT06437210,https://clinicaltrials.gov/ct2/show/NCT06437210,Evaluation of Treatment With Viusid in Post-COVID-19 Syndrome,,"['vitamin b', 'vitamin c', 'zinc (any salt)']",['Vitamins & supplements'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \bpost[\s-]?covid\b,3,3
NCT06437223,https://clinicaltrials.gov/ct2/show/NCT06437223,"A Phase 2 Study to Compare the Efficacy and Safety of Orally Administered Xiflam??? Therapy With Orally Administered Placebo in Patients With Ocular and Systemic Manifestations of Post COVID Sequelae Known as ""Long"" COVID",,['other'],['Other symptomatic & supportive agents'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \bpost[\s-]?covid\b,1,1
NCT06441955,https://clinicaltrials.gov/ct2/show/NCT06441955,Covid-19 Long Haul Syndrome: Undiagnosed Disorder Post Covid-19 Alternative Treatment Study.,,"['other', 'ritonavir (boosted, unspecified)']","['HIV antiretrovirals', 'Other symptomatic & supportive agents']",Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \bpost[\s-]?covid\b,2,2
NCT06452095,https://clinicaltrials.gov/ct2/show/NCT06452095,RECLAIM: Recovering From COVID-19 Lingering Symptoms Adaptive Integrative Medicine Trial - Effect of Hyperbaric Oxygen Therapy for the Treatment of Post COVID Condition (RECLAIM-HBOT),,['oxygen'],['Respiratory & hemodynamic support'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \bpost[\s-]?covid\b,1,1
NCT06511063,https://clinicaltrials.gov/ct2/show/NCT06511063,Investigating the Feasibility of Repurposing HIV Antivirals in Adults With Long Covid,,"['emtricitabine', 'other', 'tenofovir']","['HIV antiretrovirals', 'Other symptomatic & supportive agents']",Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \blong[\s-]?covid\b,3,3
NCT06597396,https://clinicaltrials.gov/ct2/show/NCT06597396,"A Phase 2a Randomized, Dose Ranging, Double-Blind, 3-Arm Study to Investigate Orally Administered Abrocitinib Compared with Placebo in Non-Hospitalized Symptomatic Adult Participants with Severe Fatigue from Post COVID Condition",,['other'],['Other symptomatic & supportive agents'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \bpost[\s-]?covid\b,1,1
NCT06614309,https://clinicaltrials.gov/ct2/show/NCT06614309,Pilot Study to Investigate Possible Non-invasive Treatment for Long COVID (Post COVID-19 Condition) Brain Fog,,"['other', 'oxygen']","['Other symptomatic & supportive agents', 'Respiratory & hemodynamic support']",Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \blong[\s-]?covid\b,2,2
NCT06631287,https://clinicaltrials.gov/ct2/show/NCT06631287,Randomized Double-Blind Placebo-Controlled Trial EValuating Baricitinib on PERSistent NEurologic and Cardiopulmonary Symptoms of Long COVID (REVERSE-LC),,['baricitinib'],['JAK inhibitors'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \blong[\s-]?covid\b,1,1
NCT06721949,https://clinicaltrials.gov/ct2/show/NCT06721949,Taurine Supplementation as a Novel Therapeutic Approach for Neurocognitive Symptoms in Long COVID,,['other'],['Other symptomatic & supportive agents'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \blong[\s-]?covid\b,1,1
NCT06847191,,"A Double-blind, Randomized Study to Evaluate the Efficacy and Safety of Bezisterim (NE3107) in Adults with Long COVID",,['other'],['Other symptomatic & supportive agents'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \blong[\s-]?covid\b,1,1
NCT06907251,,Dapagliflozin for Long COVID Syndrome,,['dapagliflozin'],['SGLT‑2 inhibitors'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \blong[\s-]?covid\b,1,1
NCT06928272,,LC-REVITALIZE - A Long Covid Repurposed Drug Study,,"['other', 'pirfenidone']","['Other symptomatic & supportive agents', 'Small‑molecule immunosuppressants / DMARDs']",Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \blong[\s-]?covid\b,2,2
NCT06928506,,RECLAIM: Recovering From COVID-19 Lingering Symptoms Adaptive Integrative Medicine Trial - Effect of Hi-OxSR for the Treatment of Post COVID Condition (RECLAIM-HiOxSR),,['oxygen'],['Respiratory & hemodynamic support'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \bpost[\s-]?covid\b,1,1
NCT06960928,https://clinicaltrials.gov/ct2/show/NCT06960928,Low Dose Sirolimus in People With Post-Acute Sequelae of COVID-19 (PASC) Long COVID-19,,['sirolimus'],['Small‑molecule immunosuppressants / DMARDs'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \blong[\s-]?covid\b,1,1
NCT06974084,https://clinicaltrials.gov/study/NCT06974084?term=NCT06974084&rank=1#study-plan,"Investigating Measurable PRO Acuity Trial (IMPACT) is a Multi-Center Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Efficacy of Maraviroc and Atorvastatin to Improve Neurocognitive and Physical Function of Subjects With Long COVID-19/?Post-Acute Sequelae of COVID-19 (PASC). (IMPACT-LC)",,"['atorvastatin', 'other']","['Other symptomatic & supportive agents', 'Statins']",Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \blong[\s-]?covid\b,2,2
NCT07021794,,"Effectiveness of Treating Post-COVID-19 Conditions (Long COVID) With the SARS-CoV-2 Specific Monoclonal Antibody, Sipavibart",,['monoclonal antibodies unknown/not on list'],['Anti‑spike monoclonal antibodies'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \blong[\s-]?covid\b,1,1
NCT07128082,,The Long COVID Treatment Trial,,['other'],['Other symptomatic & supportive agents'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \blong[\s-]?covid\b,1,1
NCT07189936,https://clinicaltrials.gov/study/NCT07189936,Mechanism of Isolevuglandin-Protein Adduct Formation in Persistent Immune Activation in Long COVID POTS,,['other'],['Other symptomatic & supportive agents'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \blong[\s-]?covid\b,1,1
NL-OMON21473,,Lactoferrin in the treatment of Long COVID,,['lactoferrin'],['Vitamins & supplements'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \blong[\s-]?covid\b,1,1
PACTR202006717277937,https://pactr.samrc.ac.za/TrialDisplay.aspx?TrialID=11088,Efficacy of Interferential Therapy on Selected Cardiopulmonary Parameters of Asthmatic Patients with Post COVID-9 Exposure,,['corticosteroids (unspecified)'],['Systemic corticosteroids'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \bpost[\s-]?covid\b,1,1
SLCTR/2023/008,https://slctr.lk/trials/slctr-2023-008,"Comparison of olfactory training, topical corticosteroids and combination therapy for the treatment of post COVID-19 olfactory dysfunction in a tertiary care centre, Sri Lanka; Randomized Controlled trial",,['betamethasone'],['Systemic corticosteroids'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \bpost[\s-]?covid\b,1,1
TCTR20211005002,www.thaiclinicaltrials.org/show/TCTR20211005002,Comparative study of the efficacy of olfactory training and intranasal corticosteroids in post-COVID-19 olfactory dysfunction: A randomized controlled trial,,['corticosteroids (unspecified)'],['Systemic corticosteroids'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \bpost[\s-]?covid\b,1,1
TCTR20221013001,www.thaiclinicaltrials.org/show/TCTR20221013001,Effects of High Dose Vitamin D2 Supplementation on Post-COVID Fatigue and Neuropsychiatric Symptoms of Long COVID: A Randomized Controlled Trial,,['vitamin d'],['Vitamins & supplements'],Long COVID / PASC (Definite),High,Title contains explicit post-acute term matched by pattern: \blong[\s-]?covid\b,1,1
